LocationDesc,HealthTopic,PolicyTopic,Title,Status,GeoLocation,DisplayOrder,PolicyTypeID
North Dakota,Nutrition,Access to Healthy Foods,Sustainable Agriculture,Enacted,"(47.475319779, -100.118421049)",1,LEG
Nevada,Physical Activity,Bicycling,Reckless Driving,Enacted,"(39.49324039, -117.071840564)",50,LEG
Texas,Physical Activity,Incentives,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",55,LEG
Illinois,Nutrition,Access to Healthy Foods,Flavored Milk in School Lunch Program,Dead,"(40.485010283, -88.997710178)",1,LEG
Texas,Obesity,Disparities/Equity,Curriculum Requirements,Enacted,"(31.827240407, -99.426770206)",32,REG
Oklahoma,Obesity,Appropriations,Healthy Communities,Dead,"(35.472031356, -97.521070214)",28,LEG
Montana,Nutrition,Appropriations,Cigarette Tax,Dead,"(47.066528972, -109.424420645)",2,LEG
Hawaii,Physical Activity,School Siting,Repair and Repaving Of Side Streets,Dead,"(21.304850435, -157.857749403)",65,LEG
Colorado,Physical Activity,Initiatives and Programs,An Act Concerning length of service Awards <br>,Enacted,"(38.843840757, -106.133610921)",70,LEG
Kansas,Nutrition,Farm Direct Foods,An Act Concerning the State Department of Agriculture<br>,Dead,"(38.3477403, -98.200781227)",8,LEG
Indiana,Nutrition,Agriculture and Farming,Food Farms and Jobs,Dead,"(39.766910452, -86.149960194)",10,LEG
Arkansas,Physical Activity,Pedestrians/Walking,Community Enhancement Grant Application,Enacted,"(34.748650124, -92.274490743)",69,REG
New York,Nutrition,Disparities/Equity,Senior Benefits Card Program,Dead,"(42.827001032, -75.543970427)",7,LEG
Pennsylvania,Nutrition,Incentives,National Fresh Food Financing Initiative,Enacted,"(40.793730152, -77.860700294)",17,LEG
California,Nutrition,Nutrition Standards,Budget Act of 2011,Dead,"(37.638640123, -120.999999538)",6,LEG
Maryland,Nutrition,Farm Direct Foods,Food Service Facility,Dead,"(39.290580964, -76.609260111)",8,LEG
Washington,Obesity,Body Mass Index (BMI),Revised Code,Enacted,"(47.522278629, -120.47001079)",29,LEG
Hawaii,Nutrition,School Nutrition,Unused State and Counties Properties,Dead,"(21.304850435, -157.857749403)",21,LEG
Oregon,Nutrition,Medical Care,Relating To Reporting Vehicle Accidents,Dead,"(44.567449424, -120.155031326)",16,LEG
Colorado,Nutrition,Fruits and Vegetables,Reauthorize Child Nutrition Act,Enacted,"(38.843840757, -106.133610921)",15,LEG
Texas,Obesity,Health Insurance Coverage,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",37,LEG
Hawaii,Nutrition,Appropriations,Aspartame,Dead,"(21.304850435, -157.857749403)",2,LEG
Hawaii,Nutrition,Appropriations,Schools,Dead,"(21.304850435, -157.857749403)",2,LEG
Louisiana,Physical Activity,Bicycling,Capital Outlay,Enacted,"(31.312660644, -92.445680071)",50,LEG
Pennsylvania,Nutrition,Medical Care,Recreational Land Liability,Dead,"(40.793730152, -77.860700294)",16,LEG
California,Obesity,Food Restrictions,State Planning,Dead,"(37.638640123, -120.999999538)",35,LEG
Georgia,Physical Activity,Bicycling,Driving on the Right Side of the Roadway,Dead,"(32.839681093, -83.627580346)",50,LEG
Hawaii,Obesity,Body Mass Index (BMI),Health,Dead,"(21.304850435, -157.857749403)",29,LEG
Michigan,Physical Activity,Bicycling,Department of Transportation,Enacted,"(44.661319543001, -84.71439027)",50,LEG
Colorado,Obesity,Health Insurance Coverage,Incentives Wellness and Prevention Program,Enacted,"(38.843840757, -106.133610921)",37,LEG
Washington,Physical Activity,Appropriations,Expenditures For Capital Improvements,Enacted,"(47.522278629, -120.47001079)",48,LEG
Texas,Nutrition,Agriculture and Farming,Child Nutritious Food Access,Dead,"(31.827240407, -99.426770206)",10,LEG
Maine,Obesity,Health Insurance Coverage,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,Enacted,"(45.254228894001, -68.985031336)",37,LEG
California,Nutrition,Medical Care,Land Use: High-Speed Rail: Local Master Plan,Dead,"(37.638640123, -120.999999538)",16,LEG
Mississippi,Nutrition,Media Campaigns,Sweetened Beverages and Syrups Tax,Dead,"(32.745510099, -89.538030825)",19,LEG
Utah,Obesity,Incentives,Soft Drink Taxes and Education Funding,Dead,"(39.360700171, -111.587130635)",38,LEG
Connecticut,Obesity,Health Insurance Coverage,Wellness Programs,Dead,"(41.56266102, -72.649840952)",37,LEG
Georgia,Physical Activity,Access to Recreational Opportunities,An Act Related to Torts<br>,Dead,"(32.839681093, -83.627580346)",49,LEG
Rhode Island,Nutrition,Healthier Food Retail and Food Deserts,Taxation,Dead,"(41.708280193, -71.522470314)",12,LEG
Massachusetts,Nutrition,Appropriations,Appropriations,Dead,"(42.27687047, -72.082690675)",2,LEG
Nevada,Nutrition,Appropriations,Foster Children Rights,Enacted,"(39.49324039, -117.071840564)",2,LEG
Mississippi,Obesity,Appropriations,Fruits and Vegetables Sales Tax,Dead,"(32.745510099, -89.538030825)",28,LEG
West Virginia,Obesity,Sugar Sweetened Beverages,Healthy Lifestyles,Enacted,"(38.665510202, -80.712640135)",43,LEG
Alabama,Nutrition,Food Security,School Lunch Menus,Dead,"(32.840571122, -86.631860762)",14,LEG
Oregon,Nutrition,Disparities/Equity,Nutrition,Dead,"(44.567449424, -120.155031326)",7,LEG
New York,Physical Activity,Bicycling,"Alterations in Traffic Patterns, Speed Restrictions",Enacted,"(42.827001032, -75.543970427)",50,REG
California,Nutrition,Appropriations,State Planning,Dead,"(37.638640123, -120.999999538)",2,LEG
Vermont,Nutrition,Agriculture and Farming,Economic Development,Enacted,"(43.625381239, -72.517640791)",10,LEG
North Carolina,Physical Activity,Physical Education Requirements,Healthy Schools Act,Dead,"(35.466220975, -79.159250463)",61,LEG
Rhode Island,Nutrition,Fruits and Vegetables,State Affairs and Government,Dead,"(41.708280193, -71.522470314)",15,LEG
Texas,Nutrition,School Nutrition,Programs to Improve Health of Public School Students,Dead,"(31.827240407, -99.426770206)",21,LEG
Massachusetts,Physical Activity,Task Forces/Councils,School Nutrition,Dead,"(42.27687047, -72.082690675)",67,LEG
Vermont,Physical Activity,Appropriations,Split Healthcare Benefit Designs,Enacted,"(43.625381239, -72.517640791)",48,LEG
Hawaii,Obesity,Food Restrictions,School Gardens,Dead,"(21.304850435, -157.857749403)",35,LEG
North Carolina,Obesity,Body Mass Index (BMI),Body Mass Index and Tobacco Use,Dead,"(35.466220975, -79.159250463)",29,LEG
Rhode Island,Nutrition,Point of Purchase Promotion,Food and Drugs,Dead,"(41.708280193, -71.522470314)",20,LEG
Illinois,Nutrition,Access to Healthy Foods,Task Force on Farmers Markets,Enacted,"(40.485010283, -88.997710178)",1,LEG
Florida,Nutrition,Trans Fats,Prevention of Obesity,Dead,"(28.932040377, -81.928960539)",24,LEG
Texas,Obesity,Appropriations,Public Education Information System,Enacted,"(31.827240407, -99.426770206)",28,LEG
Idaho,Nutrition,Appropriations,Locally Grown Food Productions,Dead,"(43.682630005, -114.363730042)",2,LEG
New Mexico,Physical Activity,"Parks, Recreation and Trails",Severance Tax Bonds and Capital Projects,Enacted,"(34.520880952, -106.240580985)",59,LEG
Massachusetts,Nutrition,Farmers Markets,Farmers Markets,Dead,"(42.27687047, -72.082690675)",9,LEG
New York,Nutrition,Appropriations,Senior Benefits Card Program,Dead,"(42.827001032, -75.543970427)",2,LEG
Rhode Island,Physical Activity,Initiatives and Programs,"""House Resolution Proclaiming May 11-15, 2015 as âBike-to-Work Weekâ in the state of Rhode Island """,Enacted,"(41.708280193, -71.522470314)",70,LEG
Washington,Physical Activity,Bicycling,Revised Code,Enacted,"(47.522278629, -120.47001079)",50,LEG
Oklahoma,Nutrition,Incentives,Revenue And Taxation,Dead,"(35.472031356, -97.521070214)",17,LEG
Oklahoma,Obesity,Menu Labeling,License Discounts For Healthy Restaurants,Dead,"(35.472031356, -97.521070214)",41,LEG
New York,Nutrition,School Nutrition,Notice of Gluten Content in Foods,Dead,"(42.827001032, -75.543970427)",21,LEG
Mississippi,Nutrition,Media Campaigns,Major Economic Impact Act,Enacted,"(32.745510099, -89.538030825)",19,LEG
Pennsylvania,Physical Activity,Public Transportation,Oil Company Gross Profits Tax,Dead,"(40.793730152, -77.860700294)",63,LEG
Hawaii,Nutrition,Access to Healthy Foods,Agribusiness,Dead,"(21.304850435, -157.857749403)",1,LEG
Massachusetts,Physical Activity,Public Transportation,Student Nutrition and Wellness,Dead,"(42.27687047, -72.082690675)",63,LEG
New Jersey,Nutrition,Farmers Markets,Mobil Fresh Produce Markets,Dead,"(40.130570048, -74.273691288)",9,LEG
Missouri,Obesity,Task Forces/Councils,Commission on Prevention and Management of Obesity,Dead,"(38.635790776, -92.566300053)",44,LEG
North Carolina,Nutrition,Medical Care,Bicycle Protection Act,Dead,"(35.466220975, -79.159250463)",16,LEG
California,Physical Activity,Public Transportation,Treasure Island Transportation Management Act,Enacted,"(37.638640123, -120.999999538)",63,LEG
Texas,Nutrition,Healthier Food Retail and Food Deserts,Programs to Improve Health of Public School Students,Dead,"(31.827240407, -99.426770206)",12,LEG
Minnesota,Obesity,Appropriations,Transportation,Dead,"(46.355648736, -94.794200503)",28,LEG
Idaho,Nutrition,Farm Direct Foods,Locally Grown Food Productions,Dead,"(43.682630005, -114.363730042)",8,LEG
Hawaii,Obesity,Menu Labeling,Aspartame,Dead,"(21.304850435, -157.857749403)",41,LEG
California,Nutrition,Incentives,Taxation: Sweetened Beverages: Pediatric Obesity Fund,Dead,"(37.638640123, -120.999999538)",17,LEG
South Carolina,Obesity,Appropriations,State Government Appropriations,Enacted,"(33.998821303, -81.045371207)",28,LEG
New York,Obesity,Food Restrictions,Health and Mental Hygiene Budget,Dead,"(42.827001032, -75.543970427)",35,LEG
Minnesota,Nutrition,Farm Direct Foods,Agriculture,Dead,"(46.355648736, -94.794200503)",8,LEG
Minnesota,Obesity,Appropriations,Stadiums,Dead,"(46.355648736, -94.794200503)",28,LEG
Michigan,Physical Activity,Bicycling,An Act Concerning Appropriations<br>,Enacted,"(44.661319543001, -84.71439027)",50,LEG
Connecticut,Nutrition,Farmers Markets,An Act Concerning Farmers' Markets<br>,Enacted,"(41.56266102, -72.649840952)",9,LEG
Massachusetts,Nutrition,Farmers Markets,An act to expand access to healthy foods and create the Massachusetts Food Trust,Dead,"(42.27687047, -72.082690675)",9,LEG
Florida,Nutrition,Fruits and Vegetables,Child Care,Enacted,"(28.932040377, -81.928960539)",15,REG
Hawaii,Obesity,Incentives,Medicaid,Dead,"(21.304850435, -157.857749403)",38,LEG
Massachusetts,Nutrition,Medical Care,Safety of Road Users,Dead,"(42.27687047, -72.082690675)",16,LEG
Florida,Obesity,Appropriations,Sales and Use Tax,Dead,"(28.932040377, -81.928960539)",28,LEG
Hawaii,Physical Activity,Public Transportation,Affordable Housing and Fees,Dead,"(21.304850435, -157.857749403)",63,LEG
North Carolina,Physical Activity,Appropriations,Technical Assistance Healthy Lifestyle,Dead,"(35.466220975, -79.159250463)",48,LEG
Vermont,Nutrition,Farmers Markets,Competitive Grants Program,Dead,"(43.625381239, -72.517640791)",9,LEG
Texas,Obesity,Appropriations,Public and Higher Education Funding,Dead,"(31.827240407, -99.426770206)",28,LEG
Maine,Nutrition,Food Assistance Programs,Electronic Benefits Transfers and Farmers Markets,Dead,"(45.254228894001, -68.985031336)",3,LEG
New Jersey,Nutrition,Access to Healthy Foods,Economic Stimulus Act,Dead,"(40.130570048, -74.273691288)",1,LEG
Maryland,Nutrition,Farm Direct Foods,Farm to School Program,Enacted,"(39.290580964, -76.609260111)",8,LEG
Mississippi,Nutrition,Breastfeeding,An Act to Direct the Department of Human Services to Prepare a Video for Participants<br>,Dead,"(32.745510099, -89.538030825)",4,LEG
Tennessee,Nutrition,Farm Direct Foods,Tort Liability and Reform,Enacted,"(35.68094058, -85.774490914)",8,LEG
Oklahoma,Obesity,Appropriations,Healthier Neighborhood Living Task Force,Dead,"(35.472031356, -97.521070214)",28,LEG
Hawaii,Physical Activity,Public Transportation,State Smart Growth Public Infrastructure Policy,Introduced,"(21.304850435, -157.857749403)",63,LEG
New York,Nutrition,Farmers Markets,"Education, Labor and Family Assistance Budget",Enacted,"(42.827001032, -75.543970427)",9,LEG
Illinois,Nutrition,Farm Direct Foods,Public Aid Code,Dead,"(40.485010283, -88.997710178)",8,LEG
New York,Nutrition,Media Campaigns,Healthy Schools Act,Dead,"(42.827001032, -75.543970427)",19,LEG
Utah,Obesity,Appropriations,Minimum School Program Act,Dead,"(39.360700171, -111.587130635)",28,LEG
Iowa,Nutrition,Agriculture and Farming,Local Foods,Dead,"(42.469400913, -93.816490556)",10,LEG
New York,Obesity,Appropriations,Department of Transportation Survey,Dead,"(42.827001032, -75.543970427)",28,LEG
Rhode Island,Obesity,Liability and Indemnity,Taxation,Dead,"(41.708280193, -71.522470314)",39,LEG
New Hampshire,Obesity,Appropriations,Home and Community-Based Care for the Elderly,Enacted,"(43.655950113, -71.50036092)",28,REG
Florida,Physical Activity,Physical Education Requirements,Physical Education,Dead,"(28.932040377, -81.928960539)",61,LEG
New York,Obesity,Body Mass Index (BMI),Healthy Schools Act,Dead,"(42.827001032, -75.543970427)",29,LEG
Pennsylvania,Obesity,Sugar Sweetened Beverages,Education Code,Dead,"(40.793730152, -77.860700294)",43,LEG
Texas,Obesity,Appropriations,Department Advisory Committees,Enacted,"(31.827240407, -99.426770206)",28,REG
Hawaii,Nutrition,Agriculture and Farming,Aliomanu Road Reconstruction,Dead,"(21.304850435, -157.857749403)",10,LEG
Texas,Obesity,Appropriations,Community Food Gardens,Dead,"(31.827240407, -99.426770206)",28,LEG
Kentucky,Nutrition,Access to Healthy Foods,Childcare Nutrition and Physical Activity Standards,Dead,"(37.645970271, -84.774971048)",1,LEG
Massachusetts,Physical Activity,Public Transportation,An Act Promoting Healthy Communities,Introduced,"(42.27687047, -72.082690675)",63,LEG
Maryland,Obesity,Appropriations,Maryland Combating Childhood Obesity Grant Program,Dead,"(39.290580964, -76.609260111)",28,LEG
North Carolina,Physical Activity,Appropriations,Community Development Corporation Funding,Dead,"(35.466220975, -79.159250463)",48,LEG
Pennsylvania,Nutrition,Farmers Markets,General Appropriation Act,Enacted,"(40.793730152, -77.860700294)",9,LEG
Missouri,Nutrition,Healthier Food Retail and Food Deserts,Healthy Food Pilot Program,Dead,"(38.635790776, -92.566300053)",12,LEG
Vermont,Nutrition,Initiatives and Programs,An Act Relating to the Rozo McLaughlin Farm-to-School Program,Enacted,"(43.625381239, -72.517640791)",26,LEG
District of Columbia,Nutrition,Task Forces/Councils,Hospital and Medical Services Corporation,Enacted,"(38.890371385, -77.031961127)",23,LEG
Maine,Nutrition,Appropriations,Individual and Small Group Health Plans,Enacted,"(45.254228894001, -68.985031336)",2,LEG
Colorado,Physical Activity,Public Safety,The Colorado Public School Facility Construction Guidelines,Enacted,"(38.843840757, -106.133610921)",62,REG
Michigan,Obesity,Food Restrictions,Cottage Food,Enacted,"(44.661319543001, -84.71439027)",35,LEG
Texas,Physical Activity,Pedestrians/Walking,Facilities Environmental Quality Permit Applications,Dead,"(31.827240407, -99.426770206)",69,LEG
Alabama,Physical Activity,Task Forces/Councils,State Commission On Physical Fitness,Enacted,"(32.840571122, -86.631860762)",67,LEG
West Virginia,Obesity,Appropriations,State Trail Authority,Dead,"(38.665510202, -80.712640135)",28,LEG
Michigan,Nutrition,Farm Direct Foods,Community Health,Enacted,"(44.661319543001, -84.71439027)",8,LEG
Minnesota,Physical Activity,Public Transportation,Stadiums,Dead,"(46.355648736, -94.794200503)",63,LEG
Missouri,Nutrition,Agriculture and Farming,"Expenses, Grants, Refunds, and Distributions",Enacted,"(38.635790776, -92.566300053)",10,LEG
Mississippi,Physical Activity,"Parks, Recreation and Trails",Wildlife Heritage Fund,Enacted,"(32.745510099, -89.538030825)",59,LEG
Wyoming,Nutrition,Medical Care,Licensure of Hospitals,Enacted,"(43.235541343, -108.109830353)",16,REG
Michigan,Nutrition,Farm Direct Foods,Flea Markets,Dead,"(44.661319543001, -84.71439027)",8,LEG
Maryland,Nutrition,Farm Direct Foods,Farmers Markets,Dead,"(39.290580964, -76.609260111)",8,LEG
Minnesota,Physical Activity,Pedestrians/Walking,Stadiums,Dead,"(46.355648736, -94.794200503)",69,LEG
District of Columbia,Nutrition,Disparities/Equity,Resolution,Enacted,"(38.890371385, -77.031961127)",7,LEG
Arkansas,Obesity,Appropriations,Big Flat Walking Trail,Enacted,"(34.748650124, -92.274490743)",28,LEG
Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Safety of Road Users,Dead,"(42.27687047, -72.082690675)",68,LEG
Minnesota,Physical Activity,Bicycling,Education,Dead,"(46.355648736, -94.794200503)",50,LEG
Vermont,Physical Activity,"Parks, Recreation and Trails",Energy Independence,Enacted,"(43.625381239, -72.517640791)",59,LEG
South Carolina,Obesity,Sugar Sweetened Beverages,School Sold Snacks,Dead,"(33.998821303, -81.045371207)",43,LEG
New Hampshire,Obesity,Body Mass Index (BMI),Bicycle Rules of Road,Enacted,"(43.655950113, -71.50036092)",29,LEG
Arkansas,Nutrition,Liability and Indemnity,Rural Services Block Grant Program,Enacted,"(34.748650124, -92.274490743)",18,REG
California,Nutrition,Appropriations,Farm Stands: Direct Marketing: Retail Food,Enacted,"(37.638640123, -120.999999538)",2,LEG
Oregon,Physical Activity,Pedestrians/Walking,Use of State Highway Fund Moneys,Dead,"(44.567449424, -120.155031326)",69,LEG
