County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Chautauqua,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,S5B,G5
Sullivan,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,S3,G4T4
Oswego,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush,S1,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Lespedeza repens,Trailing Bush Clover,S3,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Sabulina caroliniana,Pine-barren Sandwort,S3,G5
Orleans,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Nassau,Animal,Butterflies and Moths,Moths,Datana ranaeceps,A Hand-maid Moth,S1S3,G3G4
Wyoming,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Oswego,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Saratoga,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,S5,G5
Oneida,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,S5,G5
Broome,Plant,Flowering Plants,Other Flowering Plants,Stachys hyssopifolia var. hyssopifolia,Rough Hedge Nettle,S2,G5T4T5
Chemung,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,S5,G5
Ontario,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,S5,G5
Fulton,Plant,Flowering Plants,Sedges,Schoenoplectiella smithii var. setosa,SmithÂ¿s Bristly Bulrush,S1,G5?TNR
Chenango,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,S5,G5
Ontario,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,S3B,G5
Putnam,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Yates,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Jefferson,Animal,Birds,Flycatchers,Empidonax flaviventris,Yellow-bellied Flycatcher,S3B,G5
Sullivan,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,S5,G5
Suffolk,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Cattaraugus,Plant,Flowering Plants,Sedges,Carex oligosperma,Few-fruited Sedge,S3,G5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Saxifraga aizoides,Yellow Mountain Saxifrage,S2,G5
Sullivan,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,S2,G5
Essex,Animal,Birds,Crows and Jays,Perisoreus canadensis,Gray Jay,S3,G5
Livingston,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Nassau,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,S3,G5
Yates,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Orleans,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,S5B,G5
Genesee,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,S1,G4
Sullivan,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,S3,G5
Monroe,Animal,Beetles,Carrion Beetles,Nicrophorus americanus,American Burying Beetle,SH,G2G3
Chautauqua,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Orange,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler,SNA,GNA
Dutchess,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,S2,G3
Westchester,Animal,Fish,Herrings and Shad,Alosa mediocris,Hickory Shad,S2,G4
Allegany,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Fulton,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,S3B,G5
Onondaga,Natural Community,Uplands,Barrens and Woodlands,Limestone woodland,Limestone Woodland,S2S3,G3G4
Madison,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler,S5B,G5
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Ophiogomphus anomalus,Extra-striped Snaketail,S2S3,G4
Putnam,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,S5B,G5
Madison,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Lewis,Plant,Flowering Plants,Sedges,Carex atherodes,Wheat Sedge,S3,G5
Tioga,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Crataegus uniflora,Dwarf Hawthorn,SH,G5
Oneida,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Jefferson,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Erie,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,S5B,G5
St. Lawrence,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Orange,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,S5B,G5
Ulster,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Senecio suaveolens,Sweet-scented Indian Plantain,S1,G4
Orange,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Oneida,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,S5B,G5
Saratoga,Natural Community,Uplands,Open Uplands,Floodplain grassland,Floodplain Grassland,S3,G3G4
Livingston,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Marl pond shore,Marl Pond Shore,S1,G3G4
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,S5,G5
Seneca,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Franklin,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush,S5B,G5
Seneca,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Jefferson,Plant,Flowering Plants,Orchids,Spiranthes magnicamporum,Great Plains Ladies' Tresses,S1,G4
Onondaga,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus delawarensis,Ring-billed Gull,S4,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Hydrocotyle umbellata,Many-flowered Marsh Pennywort,S3,G5
Monroe,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,S1,G5T5
Wayne,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Chautauqua,Animal,Birds,Flycatchers,Tyrannus verticalis,Western Kingbird,SNA,G5
Chautauqua,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Saratoga,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
Seneca,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Niagara,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,S5B,G5
Putnam,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,S1,G3
Westchester,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,S3,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed,S3,G5
Schenectady,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,S5B,G5
Madison,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Albany,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Delaware,Natural Community,Uplands,Forested Uplands,Beech-maple mesic forest,Beech-Maple Mesic Forest,S4,G4
Hamilton,Natural Community,Rivers and Streams,Natural Rivers and Streams,Confined river,Confined River,S3S4,G4
Albany,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,S2S3,G4
Franklin,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Inland non-calcareous lake shore,Inland Non-calcareous Lake Shore,S4,G4G5
Yates,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,S1,G5
Genesee,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,S4,G4G5
Broome,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Greene,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler,SNA,GNA
Franklin,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,S5B,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Iris prismatica,Slender Blue Flag,S2,G4G5
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora incurvata,Incurvate Emerald,S1,G4
Wayne,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,S5,G5
Clinton,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,S2S3,G5
Chenango,Plant,Flowering Plants,Other Flowering Plants,Aconitum noveboracense,Northern Monkshood,S1,G3
Broome,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,S5B,G5
Chemung,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,S2S3,G5
Dutchess,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,S1,G4
Seneca,Plant,Flowering Plants,Sedges,Bolboschoenus maritimus ssp. paludosus,Seaside Bulrush,S2,G5
Otsego,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,S5B,G5
Putnam,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Livingston,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil,S1,G4G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,S4,G4
Oneida,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,S3,G5
Madison,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,S2S3,G5
Fulton,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,S5,G5
Ulster,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,S5B,G5
Suffolk,Plant,Flowering Plants,Grasses,Dichanthelium scoparium,Velvet Panic Grass,S1,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Scutellaria integrifolia,Hyssop-skullcap,S1,G5
Queens,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Monroe,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,S4,G5
Kings,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,S3S4,G4G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,S2,G5
Herkimer,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,S3B,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,S2S3,G5
Suffolk,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Richmond,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Chemung,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,S5B,G5
Tioga,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,S5B,G5
Livingston,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper,S4,G5T4T5
Schuyler,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Washington,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Erie,Animal,Birds,Creepers,Certhia americana,Brown Creeper,S5,G5
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed,S3,G5
Oneida,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,S5,G5
Monroe,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,S5B,G5
Richmond,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eurybia radula,Swamp Aster,SH,G5
Saratoga,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
St. Lawrence,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,S2,G4
Erie,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain,S3,G4
Monroe,Animal,Birds,"Grouse, Pheasants, Turkeys",Colinus virginianus,Northern Bobwhite,S4,G4G5
Hamilton,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Onondaga,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Clinton,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,S5B,G5
Jefferson,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,S3,G5
Erie,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,SH,G5T5
Onondaga,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,S3,G5
Niagara,Animal,Fish,"Minnows, Shiners, Suckers",Lythrurus umbratilis,Redfin Shiner,S1S2,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Frasera caroliniensis,Green Gentian,S2,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Drosera filiformis,Thread-leaved Sundew,S3,G4
Rockland,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Sullivan,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,SNA,G5
Niagara,Plant,Ferns and Fern Allies,Ferns,Asplenium scolopendrium var. americanum,Hart's-tongue Fern,S1,G4T3
Tompkins,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Niagara,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Chemung,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,S3,G4G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Polygala lutea,Orange Milkwort,S1,G5
Tompkins,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,S4,G4G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Amianthium muscitoxicum,Fly-poison,SX,G4G5
Jefferson,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Westchester,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,S2S3,G5
Chemung,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Ontario,Animal,Mussels and Clams,Freshwater Mussels,Ligumia nasuta,Eastern Pondmussel,S2S3,G4
Tioga,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,S3B,G4
Jefferson,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,S5,G5
Nassau,Natural Community,Uplands,Forested Uplands,Oak-tulip tree forest,Oak-Tulip Tree Forest,S2S3,G4
Rensselaer,Animal,Birds,Swallows,Progne subis,Purple Martin,S4B,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Ligusticum scoticum ssp. scoticum,Scotch Lovage,S1,G5T4T5
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,SNA,G5
Kings,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Tioga,Plant,Flowering Plants,Other Flowering Plants,Valerianella chenopodiifolia,Goosefoot Corn Salad,S1,G4
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora kennedyi,Kennedy's Emerald,S1S2,G5
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Lithospermum parviflorum,Shaggy Marbleseed,SH,G4G5T4
Albany,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,S5,G5
Chenango,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Montgomery,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Wayne,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,S5,G5
Bronx,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,S1,G3
Tompkins,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Ontario,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,S5,G5
Jefferson,Animal,Reptiles,Turtles,Emydoidea blandingii,Blanding's Turtle,S2S3,G4
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,S1,G5
Suffolk,Plant,Flowering Plants,Grasses,Calamagrostis pickeringii,Pickering's Reed Grass,S3,G5
Ulster,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Washington,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Monroe,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,S2,G5
Hamilton,Plant,Mosses,Other Mosses,Grimmia unicolor,Dingy dry rock moss,S2,G4G5
Columbia,Animal,Mussels and Clams,Freshwater Mussels,Ligumia nasuta,Eastern Pondmussel,S2S3,G4
Richmond,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium subvenosum,Trinerved White Boneset,S2S3,G5T4
Orange,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Kings,Plant,Flowering Plants,Other Flowering Plants,Polygala nuttallii,Nuttall's Milkwort,S2,G5
Fulton,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,S5,G5
Livingston,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,S1S2,G5T4T5
Genesee,Animal,Birds,"Ducks, Geese, Waterfowl",Anas americana,American Wigeon,S3,G5
Rockland,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort,S3,G5
Clinton,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,S1,GNR
Lewis,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,S5,G5
Tompkins,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum lanceolatum var. interior,Small-headed Aster,SH,G5T5
Madison,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Montgomery,Animal,Mammals,Bats,Myotis leibii,Eastern Small-footed Myotis,S1S3,G4
Broome,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Richmond,Plant,Flowering Plants,Sedges,Carex abscondita,Thicket Sedge,S1,G4G5
Genesee,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,S5,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,S4,G4
Jefferson,Animal,Amphibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog,S2S3,G5
Genesee,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,S5,G5
Livingston,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,S5,G5
Rockland,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,S2,G3G4T3T4
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,S4,G4
Essex,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,S5B,G5
New York,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Albany,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler,S5B,G5
Niagara,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,S2S3,G5
Orange,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,S2,G5
Queens,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,S5,G5
Chautauqua,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Fulton,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,S5,G5
Jefferson,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle,S3,G5
Chenango,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,S5B,G5
Livingston,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,S3,G5
Greene,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Hamilton,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,S3S4B,G5
Monroe,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,S1,G4
Schuyler,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,S5B,G5
Cayuga,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Ulster,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Putnam,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,S5,G5
Broome,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Erie,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Cattaraugus,Animal,Mussels and Clams,Freshwater Mussels,Actinonaias ligamentina,Mucket,S1S2,G5
Warren,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,S1,G5
Essex,Animal,Birds,Thrushes and Bluebirds,Catharus bicknelli,Bicknell's Thrush,S2S3B,G4
Dutchess,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Cayuga,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Yates,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
New York,Plant,Flowering Plants,Other Flowering Plants,Ellisia nyctelea,Waterpod,SX,G5
Albany,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,S1,G4
Orleans,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,S5,G5
Genesee,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,S3,G5
Richmond,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Monroe,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,S5B,G5
Broome,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,S4,G5
Rensselaer,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,S5,G5
Tioga,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,S5B,G5
New York,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,S3,G5
Cattaraugus,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,S1S2,G5T4T5
Jefferson,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,S4,G5
Clinton,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,S2S3,G5
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,SNA,G5
