Account Holder1,Liable From,Rateable Value,Mandatory relief (%) ,Discretionary relief (%),Small Business Rate Relief (%),Retail Relief (£),Local Discount (£),Empty Property?,Exempt Empty?,Empty From,Address 1,Addr2,Addr3,Addr4,Postcode,VOA Description code,Description,B A Reference
MANHEIM AUCTIONS LTD,13/06/2014,113000.0,0.0,0.0,0.0,£0.00,,N,N,,SITE 1B - E,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW1,Land Used for Storage and Premises,2072904634785.0
MAMMOET (UK) LTD,27/06/2008,37000.0,0.0,0.0,0.0,£0.00,,N,N,,MAMMOET (UK) LTD SITE 1A,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW1,LAND USED FOR STORAGE AND PREMISES,2072904634796.0
ACE CONTAINER SERVICES LTD,05/06/2014,8000.0,0.0,0.0,67.0,£0.00,,N,N,,UNIT 5A STOURTON SPUR,HAIGH PARK ROAD,LEEDS,,LS10 1RT,CW1,Land Used for Storage and Premises,2072904640440.0
FASTBOX LTD,18/09/2013,89000.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS 2 & 3,CARADON WORKS,"HAIGH PARK ROAD, STOURTON",LEEDS,LS10 1RT,IF3,Workshop and Premises,2072904647590.0
BLYTHSWOOD INVESTMENTS(SCOTLAND) LTD,12/08/2015,43750.0,0.0,0.0,0.0,£0.00,,Y,N,12/08/2015,UNIT 3A,CARADON WORKS,"HAIGH PARK ROAD, STOURTON",LEEDS,LS10 1RT,CW,Warehouse and Premises,2072904647601.0
RHOUDS LIMITED,16/02/2015,26250.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 9B,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW,Warehouse and Premises,2072904650527.0
BLYTHSWOOD INVESTMENTS(SCOTLAND) LTD,16/02/2015,11750.0,0.0,0.0,0.0,£0.00,,Y,Y,16/02/2015,SCAFFOLDING STORAGE YARD,OPPOSITE TUFFNELS HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW1,Land Used for Storage and Premises,2072904650538.0
ARLA FOODS LTD,05/05/2009,19500.0,0.0,0.0,0.0,£0.00,,N,N,,CADDICK CAR PARK,ADJ CONCRETE BLOCK WORKS,PONTEFRACT ROAD,LEEDS,LS10 1TB,CP,CAR PARK AND PREMISES,2072905101201.0
ARNOLD LAVER & CO  LTD,01/04/2000,153000.0,0.0,0.0,0.0,£0.00,,N,N,,ARNOLD LAVER,PONTEFRACT ROAD,LEEDS,,LS26 0LB,CW,WAREHOUSE AND PREMISES,2072905306754.0
YORKSHIRE DESIGN & PRINT LTD,25/05/2010,3250.0,0.0,0.0,100.0,£0.00,,N,N,,1 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306756.0
LEEDS CITY COUNCIL,01/01/2015,3250.0,0.0,0.0,0.0,£0.00,,Y,N,01/01/2015,3 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306758.0
THE LABEL CO (LEEDS) LTD,31/07/2009,3000.0,0.0,0.0,100.0,£0.00,,N,N,,4 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306759.0
LEEDS CITY COUNCIL,01/01/2015,3200.0,0.0,0.0,0.0,£0.00,,Y,N,01/01/2015,6 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306761.0
LEEDS CITY COUNCIL,21/08/2015,3250.0,0.0,0.0,0.0,£0.00,,Y,N,21/08/2015,8 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306763.0
HART & SUMPNER LTD,01/04/2013,2900.0,0.0,0.0,100.0,£0.00,,N,N,,9 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306764.0
LEWIS ROTHWELL LTD,10/10/2005,4450.0,0.0,0.0,100.0,£0.00,,N,N,,14 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306768.0
LES K POWER TOOLS LTD,01/04/2000,4400.0,0.0,0.0,100.0,£0.00,,N,N,,15 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306769.0
A G CHANNELS LTD,01/05/2012,4500.0,0.0,0.0,100.0,£0.00,,N,N,,16 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306770.0
WITHY GROVE (LEEDS) LTD,22/06/2001,4400.0,0.0,0.0,100.0,£0.00,,N,N,,17 THE IDAS,PONTEFRACT ROAD,LEEDS,,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905306771.0
BRAND ENERGY & INFRASTRUCTURESERVICES UK LTD,01/04/2000,49000.0,0.0,0.0,0.0,£0.00,,N,N,,SCAFFOLDING (GREAT BRITAIN) LTD,PONTEFRACT ROAD,LEEDS,,LS10 1SP,CW,WAREHOUSE AND PREMISES,2072905327683.0
EUROPEAN METAL RECYCLING LTD,01/08/2006,141000.0,0.0,0.0,0.0,£0.00,,N,N,,53 PONTEFRACT ROAD,LEEDS,,,LS10 1SP,CW,WAREHOUSE AND PREMISES,2072905352550.0
HUGH STEEPER LTD,26/01/2015,90000.0,0.0,0.0,0.0,£0.00,,N,N,,MAYFLOWER HOUSE,PONTEFRACT ROAD,LEEDS,,LS10 1TB,CO,OFFICES AND PREMISES,2072905353588.0
STAINCLIFFE ADVERTISING,01/04/2000,1500.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT OPPOSITE,THE BARON INN,PONTEFRACT ROAD,LEEDS,LS10 1TB,CA,ADVERTISING RIGHT AND PREMISES,2072905353853.0
JCDECAUX (UK) LTD,01/04/2000,1725.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT NO 011401,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1SW,CA,ADVERTISING RIGHT AND PREMISES,2072905357389.0
CEMEX UK MATERIALS LTD,01/04/2000,272500.0,0.0,0.0,0.0,£0.00,,N,N,,AGGREGATE DEPOT,PONTEFRACT ROAD,LEEDS,,LS10 1TB,IMX,MINERAL DEPOT AND PREMISES,2072905360073.0
ROBERT HORNE GROUP LTD - INADMINISTRATION,01/04/2000,162000.0,0.0,0.0,0.0,£0.00,,Y,Y,12/06/2015,HUNTSMAN HOUSE,STOURTON LINK,PONTEFRACT ROAD,LEEDS,LS10 1TB,CW,WAREHOUSE AND PREMISES,2072905361812.0
J C DECAUX UK LTD,01/04/2001,3400.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT NO 278/01-02,JUNCTION THWAITE LANE,PONTEFRACT ROAD,LEEDS,LS10 1SP,CA,Advertising Right and Premises,2072905366114.0
MET GEO ENVIRONMENTAL LTD,01/08/2011,75000.0,0.0,0.0,0.0,£0.00,,N,N,,REYROLLE HOUSE,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1SW,CO,OFFICES WAREHOUSE AND PREMISES,2072905366468.0
PRIMESIGHT LTD,01/04/2003,700.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT AT,STOURTON SERVICE STATION,PONTEFRACT ROAD,LEEDS,LS10 1SP,CA,ADVERTISING RIGHT AND PREMISES,2072905369642.0
I V C (LEEDS) LTD,01/10/2005,19500.0,0.0,0.0,0.0,£0.00,,N,N,,16 PONTEFRACT ROAD,HUNSLET,LEEDS,,LS10 1TB,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2072905428967.0
ARLA FOODS PLC,02/08/2004,1950000.0,0.0,0.0,0.0,£0.00,,N,N,,ARLA FOODS & DAIRY,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1TB,IF,FACTORY AND PREMISES,2072905437899.0
HSBC BANK PLC,01/04/2005,12000.0,0.0,0.0,0.0,£0.00,,N,N,,FIRST DIRECT OVERFLOW CARPARK,PONTEFRACT ROAD,LEEDS,,LS10 1TB,CP,CAR PARK AND PREMISES,2072905468578.0
CLEAR CHANNEL UK LIMITED,01/09/2008,400.0,0.0,0.0,0.0,£0.00,,N,N,,ADSHEL SITE REF 0704 1119,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1SD,CA,ADVERTISING RIGHT AND PREMISES,2072905480282.0
CLEAR CHANNEL UK LIMITED,01/09/2008,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADSHEL SITE REF 0704 1121,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1SD,CA,ADVERTISING RIGHT AND PREMISES,2072905480293.0
SMITH BROTHERS STORES LTD,01/04/2009,102000.0,0.0,0.0,0.0,£0.00,,N,N,,1 QUANTUM BUSINESS PARK,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1AX,CW,WAREHOUSE AND PREMISES,2072905483505.0
STORE FIRST LIMITED,01/03/2013,230000.0,0.0,0.0,0.0,£0.00,,N,N,,2 QUANTUM BUSINESS PARK,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1AX,CW,SELF STORAGE WAREHOUSE AND PREMISES,2072905483516.0
CLEAR CHANNEL UK LIMITED,18/06/2009,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT SITE REF 0704,"1170 R/O LEODIS HOUSE,",PONTEFRACT ROAD,LEEDS,LS10 1RX,CA,ADVERTISING RIGHT AND PREMISES,2072905490645.0
CLEAR CHANNEL UK LIMITED,01/12/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADSHEL SITE REF 0704 1212,PONTEFRACT ROAD,STOURTON,,LS10 1SP,CA,Advertising Right and Premises,2072905500160.0
CLEAR CHANNEL UK LIMITED,01/04/2011,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADSHEL SITE REF 0704 1224,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1SD,CA,ADVERTISING RIGHT,2072905503339.0
CARDPOINT SERVICES LTD,16/11/2010,900.0,0.0,0.0,0.0,£0.00,,N,N,,ATM SITE (CARD POINT) AT,STOURTON SERVICE STATION,PONTEFRACT ROAD,LEEDS,LS10 1SP,CX,Site of ATM and Premises,2072905521401.0
TREANOR PUJOL LTD,23/07/2014,327500.0,0.0,0.0,0.0,£0.00,,N,N,,BISON WORKS,INTERMEZZO DRIVE,STOURTON,LEEDS,LS10 1DF,IMX,Concrete Product Works & Premises,2072905522281.0
SULZER (UK) PUMPS LTD,23/07/2014,217000.0,0.0,0.0,0.0,£0.00,,N,N,,PONTEFRACT ROAD,LEEDS,,,LS10 1TB,CW,Warehouse and Premises,2072905523568.0
SCOTT SERVICES (YORKS) LTD,29/01/2008,4550.0,0.0,0.0,100.0,£0.00,,N,N,,11 THE IDAS,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1SP,IF3,WORKSHOP AND PREMISES,2072905630770.0
SITE ELECTRICS (LEEDS) LTD,18/04/2008,4550.0,0.0,0.0,100.0,£0.00,,N,N,,12 THE IDAS,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1TB,IF3,WORKSHOP AND PREMISES,2072905630781.0
ANT HIRE SOLUTIONS LLP,01/02/2014,32250.0,0.0,0.0,0.0,£0.00,,N,N,,ANT HIRE LTD,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1SW,CW,Warehouse and Premises,2072905649108.0
M & S TYRE SERVICES LTD,01/02/2014,23750.0,0.0,0.0,0.0,£0.00,,N,N,,M & S TYRE SERVICES LTD,PONTEFRACT ROAD,STOURTON,LEEDS,LS10 1SW,CG1,Vehicle Repair Workshop and Premises,2072905649119.0
INPOST UK LIMITED,03/07/2014,950.0,0.0,0.0,0.0,£0.00,,N,N,,ELECTRONIC DELIVERY LOCKERS,REF UKLEE10098,AT STOURTON SERVICE STATION,"PONTEFRACT ROAD, LEEDS",LS10 1SP,CX,SITE OF ELECTRONIC DELIVERY LOCKERS,2072905649438.0
ANT HIRE SOLUTIONS LLP,01/09/2013,20250.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 4,QUEEN STREET INDUSTRIAL ESTATE,"QUEEN STREET, STOURTON",LEEDS,LS10 1SL,CW,WAREHOUSE AND PREMISES,2072906306777.0
CAMERON LTD,01/04/2000,21250.0,0.0,0.0,0.0,£0.00,,N,N,,CAMERON IRON WORKS LTD CAR PARK AT,QUEEN STREET,STOURTON,LEEDS,LS10 1SL,CP,CAR PARK AND PREMISES,2072906316925.0
FIRSTPROJECT2014 LTD,01/12/2014,13600.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,THE QUEENS,WAKEFIELD ROAD,STOURTON,LEEDS,LS10 1SF,CL,Public House and Premises,2072906329274.0
MAC CLINICAL RESEARCH LIMITED,27/08/2014,89000.0,0.0,0.0,0.0,£0.00,,N,N,,COMMUNISIS PLC,QUEEN STREET,STOURTON,LEEDS,LS10 1SL,CO,OFFICES AND PREMISES,2072906339856.0
ANT HIRE SOLUTIONS LLP,01/09/2013,20750.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS 1 & 2,QUEEN STREET INDUSTRIAL ESTATE,"QUEEN STREET, STOURTON",LEEDS,LS10 1SL,CW,WAREHOUSE AND PREMISES,2072906361121.0
CPM (CONTRACTS)  LIMITED,01/04/2000,7200.0,0.0,0.0,0.0,£0.00,,N,N,,C P M COMPOUND,QUEEN STREET,STOURTON,LEEDS,LS10 1SL,CW3,STORE AND PREMISES,2072906361465.0
CAMERON LTD,09/04/2001,990000.0,0.0,0.0,0.0,£0.00,,N,N,,CAMERON LTD,QUEEN STREET,STOURTON,LEEDS,LS10 1SB,IF,FACTORY AND PREMISES,2072906366469.0
INTEGRAL UK LTD(FIRE DIVISION),02/09/2008,17000.0,0.0,0.0,0.0,£0.00,,N,N,,"UNITED KFPW, GND FLOOR UNIT 3",QUEEN STREET,STOURTON,LEEDS,LS10 1SL,CO,OFFICES AND PREMISES,2072906419308.0
CPM (CONTRACTS) LIMITED,01/12/2007,17750.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 2B,QUEEN STREET,STOURTON,LEEDS,LS10 1SL,CO,OFFICES AND PREMISES,2072906450395.0
LEEDS CITY COUNCIL,01/06/2010,405.0,0.0,0.0,0.0,£0.00,,N,N,,SPONSORED ROUNDABOUT JUNCTION,"7 M621, WAKEFIELD ROAD, STOURTON",LEEDS,,LS10 1AB,CX,Sponsored Roundabout,2072906654354.0
LEEDS CITY COUNCIL,01/04/2000,38000.0,0.0,0.0,0.0,£0.00,,N,N,,THWAITE MILLS,THWAITE LANE,STOURTON,LEEDS,LS10 1RP,EM1,MUSEUM AND PREMISES,2072907325378.0
CITY OF LEEDS SEA CADETS,21/02/2005,11500.0,80.0,10.0,0.0,£0.00,,N,N,,CITY OF LEEDS SEA CADETS CORPS,THWAITE LANE,STOURTON,LEEDS,LS10 1RP,LC3,HALL AND PREMISES,2072907413260.0
LEEDS CITY COUNCIL,01/04/2000,31250.0,80.0,0.0,0.0,£0.00,,N,N,,ST JOSEPHS CATHOLIC PRIMARY SCHOOL,JOSEPH STREET,HUNSLET,LEEDS,LS10 2AD,EL,SCHOOL AND PREMISES,2073170327146.0
LEEDS CITY COUNCIL,01/04/2000,84000.0,0.0,0.0,0.0,£0.00,,N,N,,SHARP LANE PRIMARY & NURSERY,SHARP LANE,BELLE ISLE,LEEDS,LS10 4QE,EL,SCHOOL AND PREMISES,2073241323956.0
EYRE & ELLISTON LTD,01/04/2000,16750.0,0.0,0.0,0.0,£0.00,,N,N,,24 DONISTHORPE STREET,LEEDS,,,LS10 1PL,CW,WAREHOUSE AND PREMISES,2073329305131.0
TORNADO FIXINGS LTD,01/04/2000,8700.0,0.0,0.0,55.0,£0.00,,N,N,,BELGRAVE WORKS,28 DONISTHORPE STREET,LEEDS,,LS10 1PL,CW3,STORE AND PREMISES,2073329305133.0
OCEAN OUTDOOR UK LTD,01/12/2014,196000.0,0.0,0.0,0.0,£0.00,,N,N,,THE NORTHERN LIGHT,DONISTHORPE STREET,LEEDS,,LS10 1PL,CA,Advertising Right,2073329524657.0
CITY ADS (LEEDS) LIMITED,01/11/2011,350.0,0.0,0.0,0.0,£0.00,,N,N,,CITY ADS SITE 1160/01-02,O/S QUEENS SERVICE STATION,WAKEFIELD ROAD STOURTON,LEEDS,LS10 1ST,CA,ADVERTISING RIGHT,2073338101370.0
CITY ADS (LEEDS) LIMITED,01/10/2012,350.0,0.0,0.0,0.0,£0.00,,N,N,,CITY ADS SITE 1161/01-02,WAKEFIELD ROAD,STOURTON,LEEDS,LS10 1DT,CA,Advertising Right,2073338101371.0
HSBC BANK PLC,01/04/2000,2540000.0,0.0,0.0,0.0,£0.00,,N,N,,40 WAKEFIELD ROAD,LEEDS,,,LS10 1DU,CO,OFFICES AND PREMISES,2073338352951.0
ANDUFF CAR WASH LTDT/A IMO CAR WASH,01/04/2000,19750.0,0.0,0.0,0.0,£0.00,,N,N,,CAR WASH,WAKEFIELD ROAD,STOURTON,LEEDS,LS10 1DT,CX,CAR WASH AND PREMISES,2073338354823.0
ACCURATE LASER CUTTING (LEEDS)LTD,30/04/2010,21750.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 3,STOURTON BUSINESS PARK,"WAKEFIELD ROAD, STOURTON",LEEDS,LS10 1DT,IF3,WORKSHOP AND PREMISES,2073338450340.0
ADVANCED INSULATION SYSTEMS LTD,12/01/2009,46000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 4,STOURTON BUSINESS CENTRE,"WAKEFIELD ROAD, STOURTON",LEEDS,LS10 1DT,CW,WAREHOUSE AND PREMISES,2073338457930.0
CARDPOINT SERVICES LTD,01/04/2007,1300.0,0.0,0.0,0.0,£0.00,,N,N,,TRAVELEX ATM AT QUEENS SERVICE STN,WAKEFIELD ROAD,STOURTON,LEEDS,LS10 1DP,CX,SITE OF AUTOMATIC TELLER MACHINE,2073338465740.0
CLEAR CHANNEL UK LIMITED,21/08/2007,400.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT ADSHEL NO,0704 0973 OUTSIDE FIRST DIRECT,WAKEFIELD ROAD STOURTON,LEEDS,LS10 1JG,CA,ADVERTISING RIGHT,2073338468314.0
CLEAR CHANNEL UK LIMITED,01/12/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADSHEL SITE REF 0704 1222,WAKEFIELD ROAD,STOURTON,LEEDS,LS10 1AB,CA,Advertising Right and Premises,2073338500149.0
WHARFEDALE FINANCE COMPANY LTD,01/04/2007,15250.0,0.0,0.0,0.0,£0.00,,Y,N,01/04/2007,UNIT 2,STOURTON BUSINESS CENTRE,"WAKEFIELD ROAD, STOURTON",LEEDS,LS10 1DT,CO,Offices and Premises,2073338631034.0
EUROPEAN MULTI MEDIA LTD - LQDTN,01/05/2012,17750.0,0.0,0.0,0.0,£0.00,,Y,Y,22/07/2015,UNIT 9,STOURTON BUSINESS CENTRE,"WAKEFIELD ROAD, STOURTON",LEEDS,LS10 1DT,IF3,WORKSHOP AND PREMISES,2073338631067.0
WAREHOUSE HOLDINGS LTD,31/12/2012,67500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 6 STOURTON BUSINESS PARK,QUEEN STREET,STOURTON,LEEDS,LS10 1SL,CW,Warehouse and Premises,2073338660143.0
WAREHOUSE HOLDINGS LTD,31/12/2012,42750.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 8 STOURTON BUSINESS PARK,QUEEN STREET,STOURTON,,LS10 1SL,CW,Warehouse and Premises,2073338660154.0
WAREHOUSE HOLDINGS LTD,31/12/2012,131000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 10 STOURTON BUSINESS PARK,QUEEN STREET,STOURTON,LEEDS,LS10 1SL,CW,Warehouse and Premises,2073338660165.0
WAREHOUSE HOLDINGS LTD,31/12/2012,115000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 14 STOURTON BUSINESS PARK,QUEEN STREET,STOURTON,LEEDS,LS10 1SL,CW,Warehouse and Premises,2073338660176.0
LEEDS CITY COUNCIL,01/04/2000,19000.0,0.0,0.0,0.0,£0.00,,N,N,,HUNSLET BRANCH LIBRARY,WATERLOO ROAD,LEEDS,,LS10 2NS,EM,LIBRARY AND PREMISES,2073409319273.0
LEEDS CITY COUNCIL,03/12/2014,26250.0,0.0,0.0,0.0,£0.00,,Y,N,03/12/2014,BELLE ISLE DAY CENTRE,NESFIELD VIEW,LEEDS,,LS10 3LA,EN1,DAY NURSERY AND PREMISES,2073429324824.0
LEEDS PLYWOOD & DOORS LTD,04/12/2007,257500.0,0.0,0.0,0.0,£0.00,,N,N,,MIDLAND HOUSE,MIDLAND ROAD,LEEDS,,LS10 2RJ,CW,WAREHOUSE AND PREMISES,2073471305238.0
EDEN SPRINGS (UK) LTD,22/02/2006,46000.0,0.0,0.0,0.0,£0.00,,N,N,,WAREHOUSE ON JUNCTION WITH,LAWNS LANE,MIDLAND ROAD,LEEDS,L S10,CW,WAREHOUSE AND PREMISES,2073471359633.0
GREENCORE GROCERY LTD,06/07/2000,452500.0,0.0,0.0,0.0,£0.00,,N,N,,ROBERTS YORKSHIRE KITCHENS LTD,MIDLAND ROAD,LEEDS,,LS10 2RJ,IF,FACTORY AND PREMISES,2073471401234.0
ZOLLNER UK LTD,01/04/2009,1525.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT B2,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471486190.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,01/04/2015,2075.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2015,UNIT D4A,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,Offices and Premises,2073471521434.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,01/07/2014,1900.0,0.0,0.0,0.0,£0.00,,Y,Y,01/07/2014,UNIT D4B,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,Offices and Premises,2073471521445.0
LEEDS PLYWOOD AND DOORS LTD,01/10/2013,89500.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS A - F,CLAYTON WORKS,MIDLAND ROAD,LEEDS,LS10 2RJ,CW,Warehouse and Premises,2073471626914.0
ZOLLNER UK LTD,01/04/2008,5500.0,0.0,0.0,100.0,£0.00,,N,N,,UNIT A1,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632574.0
CFA ARCHAEOLOGY LTD,01/05/2014,3400.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT C1,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632607.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,03/03/2014,1050.0,0.0,0.0,0.0,£0.00,,Y,Y,03/03/2014,UNIT D1,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632618.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,03/03/2014,1850.0,0.0,0.0,0.0,£0.00,,Y,Y,03/03/2014,UNIT D2,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632629.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,03/03/2014,1075.0,0.0,0.0,0.0,£0.00,,Y,Y,03/03/2014,UNIT D3,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632640.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,03/03/2014,540.0,0.0,0.0,0.0,£0.00,,Y,Y,03/03/2014,UNIT D5,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632662.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,03/03/2014,590.0,0.0,0.0,0.0,£0.00,,Y,Y,03/03/2014,UNIT D6,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632673.0
J & M DISTRIBUTION SYSTEMS LTD,18/08/2008,7500.0,0.0,0.0,75.0,£0.00,,N,N,,UNITS E1-E4,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632684.0
J & M DISTRIBUTION SYSTEMS LTD,18/08/2008,830.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT F,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632695.0
PMC SAFETY NETTING LTD,01/08/2013,830.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT G,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632706.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,02/07/2014,830.0,0.0,0.0,0.0,£0.00,,Y,Y,02/07/2014,UNIT I,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632728.0
ARTHUR BROWNRIDGET/A BRIDGE ESTATES,01/04/2015,830.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2015,UNIT J,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632739.0
OPEN BUSINESS & TECHNICALCOLLEGE LTD,13/07/2011,830.0,0.0,0.0,100.0,£0.00,,N,N,,UNIT K,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632750.0
J & M DISTRIBUTION SYSTEMS LTD,18/08/2008,520.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT N,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471632783.0
CFA ARCHAELOGY LTD,01/05/2014,1775.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT C2,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471633740.0
ZOLLNER UK LTD,05/05/2015,1750.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT B1,CLAYTON WORKS BUSINESS CENTRE,MIDLAND ROAD,LEEDS,LS10 2RJ,CO,OFFICES AND PREMISES,2073471634114.0
EQUINOX DESIGN LTD,18/12/2013,68500.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS G - K,CLAYTON WORKS,MIDLAND ROAD,LEEDS,LS10 2RJ,CW,WAREHOUSE AND PREMISES,2073471635236.0
EQUINOX DESIGN LTD,03/02/2013,18500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT L,CLAYTON WORKS,MIDLAND ROAD,LEEDS,LS10 2RJ,CW,WAREHOUSE AND PREMISES,2073471635247.0
GRS REFRIGERATION LTD,09/03/2012,5800.0,0.0,0.0,100.0,£0.00,,N,N,,ELECTRO REFRIGERATION NORTHERN LTD,SUITE 4 MIDLAND HOUSE,MIDLAND ROAD,LEEDS,LS10 2RJ,CW,Warehouse and Premises,2073471647722.0
