UID,Client,Category,Status,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
8054,Stockport Council,Professional,Live (Ongoing),109999-Building Construction Materials : Not Elsewhere Classified : ,Topographical Surveying Framework for use by the CouncilÂs in-house Survey Team to assist in the delivery of a range of capital projects,RBS - Med/High - Advanced (Open),Framework Agreement,01-Aug-19,12,24,31-Aug-20,-,31-Aug-21,01-Apr-20,"Â£75,000.00","Â£150,000.00",Survey Engineering Project Ltd,SME,5037569,WN8 8EF,Stockport- Services to Place
8342,Stockport Council,Professional,Live (Ongoing),270000Â  Information Communication Technology,Asset Management System,Call Off (External),Contract,20-Sep-19,24,48,19-Sep-21,No,19-Sep-23,19-Sep-20,"Â£91,020.00","Â£391,462.00",Pitney Bowes,Large ,1977325,AL10 9U,Stockport- Services to Place
8369,Stockport Council,Professional,Live (One Off),150000Â  Consultancy,BI Developer backfill,RBS - Low - Quick Quote,Contract,21-Oct-19,5,5,30-Mar-20,No,30-Mar-20,30-Mar-20,"Â£24,750.00","Â£24,750.00",SThree Partnership LLP,SME,OC387148,EC4N 7BE,Stockport- Corporate & Support Services
8375,Stockport Council,Professional,Live (One Off),150000Â  Consultancy,-,-,-,-,-,-,-,-,-,-,-,-,Stockport SaLT,,,SK4 1AF,Stockport- Services to People
8375,Stockport Council,Professional,Live (One Off),150000Â  Consultancy,-,-,-,-,-,-,-,-,-,-,-,-,Healthy Young Minds,,,SK2 7JE,Stockport- Services to People
8375,Stockport Council,Professional,Live (One Off),150000Â  Consultancy,-,-,-,-,-,-,-,-,-,-,-,-,GMP Headquarters,,,M40 5BP,Stockport- Services to People
8383,Stockport Council,Professional,Live (One Off),150000Â  Consultancy,Adswood Primary School Additional Music Room and Store Room,RBS - Low - Quick Quote,Contract,30-Sep-19,12,12,23-Dec-20,-,23-Dec-20,04-May-20,"Â£19,930.00","Â£19,930.00",SDA Consulting LLP,Large ,OC336039,M3 7BE ,Stockport- Services to Place
8387,Stockport Council,Professional,Live (One Off),150000Â  Consultancy,Roof Design Services for Stockport Town Hall,Mini Competition (External),Contract,01-Nov-19,18,18,01-May-21,-,01-May-21,,"Â£75,000.00","Â£1,112,500.00",-,-,-,-,Stockport- Services to Place
8467,Stockport Council,Professional,Live (Ongoing),270000Â  Information Communication Technology,Supply of additional Nutanix resources,Call Off (External),Contract,31-Dec-19,60,60,30-Dec-24,No,,01-Jun-24,Â£0.00,"Â£93,000.00",Softcat Plc,Large ,2174990,SL7 1LW ,Stockport- Corporate & Support Services
9031,Stockport Council,Place,Live (One Off),180000Â  Environmental Services,Play Investment Year 2,RBS - Low/Med - Simple (RFQ),Contract,25-Nov-19,4,4,27-Mar-20,No,,,"Â£273,946.00","Â£456,030.63",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
9031,Stockport Council,Place,Live (Ongoing),180000Â  Environmental Services,-,-,-,-,-,-,-,-,-,-,-,-,Groundwork Landscapes Ltd,SME,1339901,BL8 4NR,Stockport- Services to Place
9031,Stockport Council,Place,Live (Ongoing),180000Â  Environmental Services,-,-,-,-,-,-,-,-,-,-,-,-,Horticon Ltd,Small,2463373,SK9 6DN,Stockport- Services to Place
9031,Stockport Council,Place,Live (Ongoing),180000Â  Environmental Services,-,-,-,-,-,-,-,-,-,-,-,-,Pennine Playgrounds Limited,SME,3595593,BD20 0EE,Stockport- Services to Place
9053,Stockport Council,Place,Live (One Off),"390000Â  Works - Construction, Repair & Maintenance",Etchels Primary Â Rewire and Boiler Replacement,Mini Competition (Internal),Contract,16-Sep-19,12,12,30-Sep-20,No,30-Sep-20,-,Â£382.070.39,Â£382.070.39,Copeland Group Limited,SME,1176225,OL7 0NZ,Stockport- Corporate & Support Services
9067,Stockport Council,Place,Live (Ongoing),370000Â  Utilities,Supply of Electricity Half Hourley,Call Off (External),Contract,01-Sep-19,36,36,30-Aug-22,No,30-Aug-22,30-Aug-21,"Â£1,362,000.00","Â£4,086,000.00",Npower,Large,-,-,Stockport- Corporate & Support Services
9068,Stockport Council,Place,Live (Ongoing),370000Â  Utilities,Supply of Electricity Non Half Hourley,Call Off (External),Contract,01-Sep-19,36,36,30-Aug-22,No,30-Aug-22,30-Aug-21,"Â£816,000.00","Â£2,448,000.00",TG&Power,Large,-,-,Stockport- Corporate & Support Services
5172`,Stockport Council,Place,Live (One Off),"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Development of Altrincham Leisure Centre,OJEU Tender,Contract,26-Feb-19,24,24,31-Jan-22,No,,,"Â£20,070,124.00","Â£20,070,124.00",ISG Construction,Large,450103,EC3N 1AG,Trafford- Finance & Systems
